N,Город,Зарплата_в_месяц,Изменение_зарплаты_за_12_месяцев,Должность,exp,current_job_exp,Язык_программирования,Специализация,Возраст,Пол,Образование,Университет,Еще_студент,Уровень_английского,Размер_компании,Тип_компании,Предметная_область
9211,Запорожье,950,400,Sales manager,2.0,2.0,,,27,female,Высшее,ДонНУ им. Васыля Стуса,False,средний,до 200 человек,Аутсорсинговая,"Blockchain, Fintech, Logistics"
9214,Kyiv,950,0,SysAdmin,10.0,10.0,,,32,male,Высшее,НАУ,False,элементарный,до 10 человек,Аутсорсинговая,"Hardware, Інша"
9216,Odessa,950,450,Junior Software Engineer,1.0,1.0,PHP,,25,female,Высшее,ОНПУ,False,выше среднего,до 1000 человек,Аутстаффинговая,Automotive
9217,Lviv,950,500,QA Engineer,2.0,2.0,,Manual QA,28,female,Высшее,Other вуз,False,средний,свыше 1000 человек,Аутсорсинговая,Security
9218,Kyiv,950,400,Software Engineer,3.0,2.0,JavaScript,,32,male,Высшее,НТУУ «КПИ»,False,средний,до 50 человек,Аутсорсинговая,E-commerce
9219,Kyiv,950,150,Junior Software Engineer,1.0,1.0,C++,,19,male,Еще студент,НТУУ «КПИ»,True,средний,свыше 1000 человек,Аутсорсинговая,Інша
9221,Kyiv,950,150,Marketing,4.0,2.0,,,29,female,Высшее,Other вуз,False,средний,до 1000 человек,Продуктовая,"E-commerce, Manufacturing"
9222,Kyiv,950,0,Software Engineer,1.0,1.0,Java,,33,male,Высшее,Other вуз,False,выше среднего,до 200 человек,Аутсорсинговая,E-commerce
9224,Kyiv,950,350,Junior Software Engineer,1.0,0.0,JavaScript,,20,male,Еще студент,НТУУ «КПИ»,True,выше среднего,до 10 человек,Продуктовая,Medtech
9225,Dnipro,950,150,Support,5.0,5.0,,,27,female,Высшее,ДНУ им. Гончара,False,продвинутый,до 200 человек,Стартап,"E-commerce, Media"
9226,Kharkiv,950,200,DevOps,2.0,1.0,,,32,male,Высшее,ХНУ им. Каразина,False,выше среднего,до 200 человек,Продуктовая,ERP
9230,Lviv,950,400,Marketing,2.0,0.5,,,25,female,Высшее,Other вуз,False,средний,до 200 человек,Продуктовая,Інша
9231,Kyiv,950,150,Junior Software Engineer,1.0,1.0,Scala,,29,male,Высшее,НТУУ «КПИ»,False,средний,до 50 человек,Продуктовая,Telecom
9232,Kyiv,940,190,Marketing,4.0,0.0,,,23,female,Высшее,Other вуз,False,элементарный,до 50 человек,Стартап,E-commerce
9233,Kyiv,940,240,QA Engineer,3.0,1.0,,Automation QA,26,female,Высшее,НАУ,False,средний,до 10 человек,Продуктовая,"E-commerce, Fintech"
9234,Kyiv,936,374,QA Engineer,2.0,2.0,,General QA,28,male,Высшее,НУПТ,False,элементарный,свыше 1000 человек,Продуктовая,E-commerce
9236,Kyiv,930,0,Security Specialist,2.0,2.0,,,25,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 200 человек,Другая,"Security, Telecom"
9237,Запорожье,930,200,QA Engineer,2.0,2.0,,Manual QA,31,female,Высшее,ДонНУ им. Васыля Стуса,False,выше среднего,до 200 человек,Аутсорсинговая,"Cloud Computing, Hardware, Інша"
9240,Lviv,930,100,HR,2.0,1.0,,,26,female,Высшее,Lvivская Политехника,False,выше среднего,до 200 человек,Продуктовая,E-commerce
9243,Kyiv,930,190,SysAdmin,6.0,1.0,,,26,male,Высшее,Other вуз,False,средний,до 50 человек,Продуктовая,Agriculture
9244,Kyiv,930,100,Project manager,7.0,5.0,,,37,male,Среднее,ВНУ им. Даля,False,элементарный,до 10 человек,Другая,Інша
9245,Kharkiv,926,126,HR,4.0,0.5,,,34,female,Высшее,Other вуз,False,выше среднего,до 200 человек,Продуктовая,Medtech
9246,Kyiv,925,0,Junior Software Engineer,1.0,0.5,PHP,,27,male,Два высших,,False,ниже среднего,до 50 человек,Другая,Інша
9250,Kyiv,920,420,Business analyst,1.0,0.0,,,25,male,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Другая,E-commerce
9251,Kyiv,920,150,Customer Success,2.0,3.0,,,24,female,Высшее,ЛНУ им. Франко,False,продвинутый,до 1000 человек,Продуктовая,E-commerce
9253,Kyiv,910,380,Junior Software Engineer,1.0,1.0,Java,,24,female,Высшее,НаУКМА,False,средний,до 10 человек,Стартап,"Embedded, Internet of Things"
9254,Kyiv,910,730,Software Engineer,2.0,2.0,C#/.NET,,23,male,Высшее,Other вуз,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"E-commerce, Fintech"
9255,Kyiv,910,350,Junior Software Engineer,1.0,1.0,C#/.NET,,23,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 50 человек,Аутсорсинговая,E-commerce
9256,Lviv,910,280,Junior Software Engineer,1.0,1.0,Java,,21,female,Высшее,ЛНУ им. Франко,False,средний,свыше 1000 человек,Аутстаффинговая,Fintech
9258,Odessa,910,410,Junior Software Engineer,2.0,0.5,JavaScript,,21,female,Еще студент,ОНПУ,True,выше среднего,до 200 человек,Аутсорсинговая,Інша
9259,Lviv,900,200,HR,4.0,4.0,,,34,female,Высшее,Other вуз,False,средний,до 50 человек,Продуктовая,Internet of Things
9260,Kharkiv,900,500,Project manager,1.0,0.25,,,25,female,Высшее,ХНЭУ,False,выше среднего,до 1000 человек,Аутсорсинговая,"E-commerce, Інша"
9262,Odessa,900,500,Software Engineer,1.0,1.0,Other,,23,female,Высшее,ОНПУ,False,средний,до 200 человек,Аутсорсинговая,"Cloud Computing, E-commerce"
9267,Lviv,900,300,Marketing,3.0,2.0,,,26,female,Высшее,Lvivская Политехника,False,выше среднего,до 200 человек,Аутсорсинговая,E-commerce
9268,Kharkiv,900,150,Project manager,2.0,2.0,,,30,female,Среднее,,False,выше среднего,до 50 человек,Аутсорсинговая,Інша
9269,Kyiv,900,100,HR,4.0,1.0,,,29,female,Высшее,Other вуз,False,средний,до 200 человек,Продуктовая,Telecom
9270,Kharkiv,900,400,HR,5.0,2.0,,,31,female,Высшее,ХНУ им. Каразина,False,средний,до 1000 человек,Аутстаффинговая,"E-commerce, High Load Systems, Insurance"
9271,Kyiv,900,300,Software Engineer,3.0,0.25,C,,33,male,Высшее,КНУ им. Шевченко,False,средний,до 1000 человек,Аутстаффинговая,Embedded
9272,Dnipro,900,100,Marketing,3.0,2.0,,,28,female,Высшее,ДНУ им. Гончара,False,выше среднего,до 1000 человек,Аутсорсинговая,"Cloud Computing, Embedded, Security"
9273,Запорожье,900,300,HR,3.0,0.5,,,24,female,Высшее,Other вуз,False,ниже среднего,до 200 человек,Аутстаффинговая,"Automotive, E-commerce, Logistics"
9274,Черкассы,900,200,QA Engineer,2.0,2.0,,Manual QA,36,female,Высшее,ДонНТУ,False,средний,до 200 человек,Аутсорсинговая,Інша
9279,Kyiv,900,400,Junior QA engineer,0.5,0.5,,Manual QA,31,male,Незаконченное высшее,НАУ,False,выше среднего,свыше 1000 человек,Аутстаффинговая,Automotive
9280,Kyiv,900,0,Sales manager,1.0,0.5,,,19,male,Незаконченное высшее,КНУ им. Шевченко,False,продвинутый,до 50 человек,Аутсорсинговая,"E-commerce, ERP, Fintech"
9282,Kyiv,900,0,Support,2.0,1.0,,,23,female,Среднее,Other вуз,False,продвинутый,до 200 человек,Продуктовая,Інша
9283,Kyiv,900,450,Designer,2.0,2.0,,,22,male,Высшее,Other вуз,False,средний,до 1000 человек,Продуктовая,Gambling
9284,Kyiv,900,500,Junior Software Engineer,1.0,0.5,JavaScript,,26,male,Высшее,Other вуз,False,средний,до 200 человек,Продуктовая,E-commerce
9285,Kyiv,900,200,QA Engineer,1.0,0.0,,Manual QA,27,male,Незаконченное высшее,Other вуз,False,средний,до 50 человек,Продуктовая,Інша
9289,Kyiv,900,300,Junior Software Engineer,2.0,0.5,Kotlin,,22,male,Еще студент,Other вуз,True,ниже среднего,до 10 человек,Аутсорсинговая,"Machine Learning, Mobile, Інша"
9292,Kyiv,900,300,QA Engineer,2.0,2.0,,Manual QA,33,male,Высшее,Other вуз,False,ниже среднего,до 50 человек,Другая,Insurance
9293,Kyiv,900,300,Designer,3.0,0.0,,,23,female,Высшее,Other вуз,False,выше среднего,до 50 человек,Другая,"E-commerce, Embedded, Hardware"
9294,Kyiv,900,750,Data Analyst,4.0,1.0,,,35,female,Два высших,НТУУ «КПИ»,False,выше среднего,до 200 человек,Продуктовая,"E-commerce, Fintech"
9295,Kyiv,900,0,Software Engineer,1.0,0.5,C#/.NET,,22,male,Высшее,КНУ им. Шевченко,False,средний,до 200 человек,Аутсорсинговая,Internet of Things
9296,Odessa,900,200,DevOps,1.0,1.0,,,23,male,Два высших,ОНАС,False,выше среднего,до 200 человек,Аутсорсинговая,Cloud Computing
9301,Kyiv,900,500,Junior Software Engineer,1.0,0.25,Java,,24,male,Высшее,НУК,False,выше среднего,до 200 человек,Аутсорсинговая,Інша
9302,Kyiv,900,200,DevOps,4.0,0.0,,,26,male,Высшее,НУПТ,False,средний,до 200 человек,Продуктовая,Інша
9305,Kharkiv,900,800,Junior Software Engineer,1.0,1.0,JavaScript,,23,female,Высшее,ХНУРЭ,False,ниже среднего,до 10 человек,Продуктовая,Інша
9306,Odessa,900,100,HR,2.0,2.0,,,28,female,Высшее,Other вуз,False,выше среднего,до 200 человек,Аутсорсинговая,"E-commerce, Інша"
9307,Kharkiv,900,-800,HR,3.0,2.0,,,35,female,Два высших,ХАИ,False,продвинутый,свыше 1000 человек,Аутсорсинговая,"Big Data, Fintech, Travel"
9310,Kharkiv,900,50,Business analyst,1.0,1.0,,,31,female,Два высших,ХНЭУ,False,выше среднего,до 50 человек,Продуктовая,Media
9314,Kyiv,900,250,Marketing,3.0,2.0,,,33,female,Два высших,НТУУ «КПИ»,False,средний,до 50 человек,Продуктовая,Інша
9321,Kyiv,900,0,Software Engineer,3.0,0.5,Python,,21,male,Еще студент,,True,выше среднего,до 1000 человек,Продуктовая,Security
9322,Lviv,900,75,HR,2.0,2.0,,,29,female,Высшее,Other вуз,False,продвинутый,до 1000 человек,Продуктовая,Інша
9323,Kyiv,900,90,Technical writer,2.0,1.0,,,30,female,Высшее,НТУУ «КПИ»,False,продвинутый,до 200 человек,Аутстаффинговая,E-commerce
9324,Kyiv,900,150,QA Engineer,2.0,2.0,,General QA,28,male,Высшее,ХНУ им. Каразина,False,выше среднего,до 200 человек,Продуктовая,Fintech
9326,Kyiv,900,0,Software Engineer,2.0,1.0,SQL,,35,female,Кандидат,КНУ им. Шевченко,False,выше среднего,до 50 человек,Продуктовая,"Telecom, Інша"
9328,Kyiv,900,400,DevOps,1.0,1.0,,,38,male,Высшее,Other вуз,False,выше среднего,свыше 1000 человек,Аутсорсинговая,E-commerce
9329,Kyiv,900,400,Junior QA engineer,4.0,2.0,,General QA,26,female,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Embedded, Robotics"
9331,Dnipro,900,150,Project manager,1.0,3.0,,,25,female,Высшее,ДНУЖТ,False,выше среднего,до 1000 человек,Продуктовая,"Gambling, GameDev"
9332,Kyiv,900,200,Marketing,10.0,1.0,,,38,male,Высшее,НТУУ «КПИ»,False,элементарный,до 10 человек,Другая,E-commerce
9335,Lviv,900,150,HR,4.0,2.0,,,23,female,Высшее,Other вуз,False,средний,свыше 1000 человек,Аутсорсинговая,"Embedded, Medtech, Mobile"
9337,Kyiv,900,-220,SysAdmin,10.0,10.0,,,32,male,Высшее,ГУТ,False,ниже среднего,до 10 человек,Другая,Media
9339,Kyiv,900,100,Software Engineer,3.0,0.25,Python,,26,male,Высшее,Other вуз,False,ниже среднего,до 50 человек,Продуктовая,E-commerce
9340,Kyiv,900,150,Software Engineer,1.0,1.0,Swift,,25,male,Высшее,КНЭУ,False,выше среднего,до 50 человек,Аутсорсинговая,Інша
9341,Kyiv,900,200,Junior QA engineer,2.0,1.0,,Manual QA,25,female,Высшее,Other вуз,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Insurance
9342,Kyiv,900,500,Junior Software Engineer,1.0,1.0,JavaScript,,20,female,Еще студент,НТУУ «КПИ»,True,выше среднего,до 1000 человек,Аутсорсинговая,Інша
9343,Rivne,900,-200,Project manager,3.0,1.0,,,29,female,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,Edtech
9345,Kyiv,900,400,QA Engineer,2.0,0.5,,Manual QA,26,male,Высшее,Other вуз,False,ниже среднего,до 50 человек,Аутсорсинговая,Інша
9347,Kyiv,900,900,Junior Software Engineer,1.0,1.0,Java,,27,male,Высшее,Other вуз,False,средний,свыше 1000 человек,Аутсорсинговая,Fintech
